date,symbol,sector,exchange,open,high,low,close,volume,market_cap,price,daily_return
2021-03-09,ORCL,Technology,NYSE,124.84,130.12,122.64,128.45,2758068,662589449.0,128.45,2.89
2021-03-10,ORCL,Technology,NYSE,128.45,136.53,125.57,132.75,7269822,141602299.0,132.75,3.35
2021-03-11,ORCL,Technology,NYSE,132.75,135.97,126.61,130.19,2602243,278101886.0,130.19,-1.93
2021-03-12,ORCL,Technology,NYSE,130.19,135.73,129.2,132.14,1140901,745630508.0,132.14,1.5
2021-03-15,ORCL,Technology,NYSE,132.14,137.06,130.65,136.05,1346772,450610595.0,136.05,2.95
2021-03-16,ORCL,Technology,NYSE,136.05,137.84,135.62,136.78,2967889,1235025814.0,136.78,0.54
2021-03-17,ORCL,Technology,NYSE,136.78,139.52,134.18,134.82,1413145,1347159816.0,134.82,-1.44
2021-03-18,ORCL,Technology,NYSE,134.82,143.42,131.29,139.62,8065514,743217777.0,139.62,3.56
2021-03-19,ORCL,Technology,NYSE,139.62,149.76,139.06,145.66,11096358,1257108833.0,145.66,4.33
2021-03-22,ORCL,Technology,NYSE,145.66,148.53,144.46,146.25,2554257,1155272656.0,146.25,0.41
2021-03-23,ORCL,Technology,NYSE,146.25,151.74,143.48,150.8,522303,437306788.0,150.8,3.11
2021-03-24,ORCL,Technology,NYSE,150.8,154.25,148.98,149.73,3483513,829228808.0,149.73,-0.71
2021-03-25,ORCL,Technology,NYSE,149.73,154.81,146.72,152.13,1147407,572352626.0,152.13,1.6
2021-03-26,ORCL,Technology,NYSE,152.13,159.33,151.84,157.55,1610349,1473908482.0,157.55,3.56
2021-03-29,ORCL,Technology,NYSE,157.55,161.58,153.62,155.39,5148631,782167796.0,155.39,-1.37
2021-03-30,ORCL,Technology,NYSE,155.39,159.11,153.12,157.28,398315,805153538.0,157.28,1.22
2021-03-31,ORCL,Technology,NYSE,157.28,161.5,155.49,156.33,1382530,428072255.0,156.33,-0.6
2021-04-01,ORCL,Technology,NYSE,156.33,157.11,145.66,149.55,1484962,237808558.0,149.55,-4.34
2021-04-02,ORCL,Technology,NYSE,149.55,154.99,145.45,153.33,721447,1047221570.0,153.33,2.52
2021-04-05,ORCL,Technology,NYSE,153.33,158.74,151.57,157.32,1153980,1545602428.0,157.32,2.6
2021-04-06,ORCL,Technology,NYSE,157.32,160.2,150.19,152.29,10400358,1293137098.0,152.29,-3.2
2021-04-07,ORCL,Technology,NYSE,152.29,156.19,148.04,150.55,2175853,534050511.0,150.55,-1.14
2021-04-08,ORCL,Technology,NYSE,150.55,152.72,149.42,150.98,1693329,854734752.0,150.98,0.29
2021-04-09,ORCL,Technology,NYSE,150.98,155.18,149.14,155.06,6567697,390057078.0,155.06,2.7
2021-04-12,ORCL,Technology,NYSE,155.06,158.32,152.8,154.29,1832759,1329857214.0,154.29,-0.49
2021-04-13,ORCL,Technology,NYSE,154.29,157.23,150.03,151.67,6837760,1449165647.0,151.67,-1.7
2021-04-14,ORCL,Technology,NYSE,151.67,153.39,149.58,150.41,6569038,981911284.0,150.41,-0.83
2021-04-15,ORCL,Technology,NYSE,150.41,152.83,144.53,148.5,20782362,221627278.0,148.5,-1.27
2021-04-16,ORCL,Technology,NYSE,148.5,151.45,142.86,146.58,5957372,168646008.0,146.58,-1.3
2021-04-19,ORCL,Technology,NYSE,146.58,147.09,140.15,140.72,5320746,519686645.0,140.72,-3.99
2021-04-20,ORCL,Technology,NYSE,140.72,143.28,135.03,137.64,3227110,1089829191.0,137.64,-2.19
2021-04-21,ORCL,Technology,NYSE,137.64,140.69,136.72,137.14,754573,1132357952.0,137.14,-0.36
2021-04-22,ORCL,Technology,NYSE,137.14,138.99,131.88,134.87,4749948,1131284850.0,134.87,-1.65
2021-04-23,ORCL,Technology,NYSE,134.87,136.48,129.59,133.33,4987621,436525671.0,133.33,-1.15
2021-04-26,ORCL,Technology,NYSE,133.33,138.32,130.41,134.55,3688197,704001878.0,134.55,0.92
2021-04-27,ORCL,Technology,NYSE,134.55,139.91,133.26,136.43,4970712,1083335434.0,136.43,1.4
2021-04-28,ORCL,Technology,NYSE,136.43,136.86,131.5,134.78,1371058,680952228.0,134.78,-1.21
2021-04-29,ORCL,Technology,NYSE,134.78,140.55,131.3,137.07,14773413,1341348597.0,137.07,1.7
2021-04-30,ORCL,Technology,NYSE,137.07,139.2,133.95,138.08,1116712,548171365.0,138.08,0.74
2021-05-03,ORCL,Technology,NYSE,138.08,143.66,134.06,142.01,4067767,1139483715.0,142.01,2.85
2021-05-04,ORCL,Technology,NYSE,142.01,143.99,139.32,142.94,615370,216952897.0,142.94,0.65
2021-05-05,ORCL,Technology,NYSE,142.94,149.08,140.43,147.96,4350088,1157185734.0,147.96,3.51
2021-05-06,ORCL,Technology,NYSE,147.96,150.72,147.04,147.26,5176209,409533394.0,147.26,-0.48
2021-05-07,ORCL,Technology,NYSE,147.26,149.9,142.49,145.48,3764860,266394068.0,145.48,-1.21
2021-05-10,ORCL,Technology,NYSE,145.48,146.45,139.16,142.34,3673022,1370888979.0,142.34,-2.15
2021-05-11,ORCL,Technology,NYSE,142.34,143.86,135.26,138.99,1651627,1188007331.0,138.99,-2.36
2021-05-12,ORCL,Technology,NYSE,138.99,146.93,138.59,143.43,2369592,629305393.0,143.43,3.2
2021-05-13,ORCL,Technology,NYSE,143.43,149.8,141.46,146.49,1172433,746282994.0,146.49,2.13
2021-05-14,ORCL,Technology,NYSE,146.49,147.17,142.0,144.74,3178795,1266559354.0,144.74,-1.19
2021-05-17,ORCL,Technology,NYSE,144.74,150.09,140.76,145.95,781428,891585340.0,145.95,0.83
2021-05-18,ORCL,Technology,NYSE,145.95,148.11,143.25,143.72,1635764,664556227.0,143.72,-1.53
2021-05-19,ORCL,Technology,NYSE,143.72,147.62,140.64,145.47,9705102,798755438.0,145.47,1.22
2021-05-20,ORCL,Technology,NYSE,145.47,146.64,135.47,137.33,15666552,1079911229.0,137.33,-5.6
2021-05-21,ORCL,Technology,NYSE,137.33,137.44,132.02,132.69,5862300,584099844.0,132.69,-3.38
2021-05-24,ORCL,Technology,NYSE,132.69,135.63,130.97,131.29,2950262,612777405.0,131.29,-1.05
2021-05-25,ORCL,Technology,NYSE,131.29,133.12,124.5,127.22,2396521,623889049.0,127.22,-3.1
2021-05-26,ORCL,Technology,NYSE,127.22,128.74,123.33,125.03,4231878,433885003.0,125.03,-1.72
2021-05-27,ORCL,Technology,NYSE,125.03,131.62,124.8,127.82,4380159,552972827.0,127.82,2.23
2021-05-28,ORCL,Technology,NYSE,127.82,130.62,125.57,128.07,1921878,1219409911.0,128.07,0.2
2021-05-31,ORCL,Technology,NYSE,128.07,137.77,126.82,134.45,780312,481728659.0,134.45,4.98
2021-06-01,ORCL,Technology,NYSE,134.45,140.19,133.54,139.02,1359070,363259412.0,139.02,3.4
2021-06-02,ORCL,Technology,NYSE,139.02,141.3,138.0,138.87,1652856,1307179987.0,138.87,-0.11
2021-06-03,ORCL,Technology,NYSE,138.87,145.64,138.38,145.5,1719310,882842280.0,145.5,4.77
2021-06-04,ORCL,Technology,NYSE,145.5,153.5,143.18,149.81,6201443,988120766.0,149.81,2.96
2021-06-07,ORCL,Technology,NYSE,149.81,152.52,139.69,143.7,2944947,1003466805.0,143.7,-4.08
2021-06-08,ORCL,Technology,NYSE,143.7,146.33,143.35,146.32,500791,736884263.0,146.32,1.82
2021-06-09,ORCL,Technology,NYSE,146.32,147.91,142.88,147.82,1055685,1445047073.0,147.82,1.03
2021-06-10,ORCL,Technology,NYSE,147.82,152.25,141.46,145.18,2146525,1218865654.0,145.18,-1.79
2021-06-11,ORCL,Technology,NYSE,145.18,147.99,143.88,146.9,3178908,1354944165.0,146.9,1.19
2021-06-14,ORCL,Technology,NYSE,146.9,150.0,142.84,149.95,6824315,160621058.0,149.95,2.07
2021-06-15,ORCL,Technology,NYSE,149.95,153.61,144.8,145.89,3772311,1398756700.0,145.89,-2.7
2021-06-16,ORCL,Technology,NYSE,145.89,151.83,145.11,149.14,14737236,536674739.0,149.14,2.22
2021-06-17,ORCL,Technology,NYSE,149.14,149.83,147.64,149.61,3170072,573629633.0,149.61,0.32
2021-06-18,ORCL,Technology,NYSE,149.61,155.47,145.72,154.89,12518795,797516124.0,154.89,3.53
2021-06-21,ORCL,Technology,NYSE,154.89,164.11,153.16,160.47,1178729,178278150.0,160.47,3.6
2021-06-22,ORCL,Technology,NYSE,160.47,165.02,158.17,162.75,6062354,329615787.0,162.75,1.42
2021-06-23,ORCL,Technology,NYSE,162.75,163.91,153.01,156.59,13507201,869766775.0,156.59,-3.78
2021-06-24,ORCL,Technology,NYSE,156.59,159.55,150.66,154.37,11895205,386437676.0,154.37,-1.42
2021-06-25,ORCL,Technology,NYSE,154.37,157.14,150.85,154.0,2349739,445463063.0,154.0,-0.24
2021-06-28,ORCL,Technology,NYSE,154.0,159.25,150.56,157.15,4078415,1378818687.0,157.15,2.05
2021-06-29,ORCL,Technology,NYSE,157.15,161.21,155.99,156.51,6731594,634664084.0,156.51,-0.41
2021-06-30,ORCL,Technology,NYSE,156.51,159.4,152.14,157.47,4947062,522091252.0,157.47,0.61
2021-07-01,ORCL,Technology,NYSE,157.47,163.6,153.49,161.27,3360756,1333568680.0,161.27,2.41
2021-07-02,ORCL,Technology,NYSE,161.27,165.23,155.92,157.05,1331949,177321418.0,157.05,-2.61
2021-07-05,ORCL,Technology,NYSE,157.05,163.07,154.8,160.39,4830520,1591309128.0,160.39,2.12
2021-07-06,ORCL,Technology,NYSE,160.39,164.75,157.17,160.91,7909987,1314986935.0,160.91,0.32
2021-07-07,ORCL,Technology,NYSE,160.91,165.98,159.16,162.67,8095210,1609997585.0,162.67,1.09
2021-07-08,ORCL,Technology,NYSE,162.67,165.36,161.13,164.1,2281325,1184423625.0,164.1,0.88
2021-07-09,ORCL,Technology,NYSE,164.1,164.35,159.1,160.28,88929,1513897125.0,160.28,-2.33
2021-07-12,ORCL,Technology,NYSE,160.28,164.74,152.34,153.46,1193735,887047909.0,153.46,-4.25
2021-07-13,ORCL,Technology,NYSE,153.46,153.8,147.81,150.36,6329914,1342012275.0,150.36,-2.02
2021-07-14,ORCL,Technology,NYSE,150.36,150.8,145.45,147.61,2716531,914256627.0,147.61,-1.83
2021-07-15,ORCL,Technology,NYSE,147.61,155.68,145.24,151.71,1715207,829920461.0,151.71,2.77
2021-07-16,ORCL,Technology,NYSE,151.71,153.08,145.89,149.51,14171769,249127975.0,149.51,-1.45
2021-07-19,ORCL,Technology,NYSE,149.51,151.0,145.38,146.08,2500763,711737578.0,146.08,-2.29
2021-07-20,ORCL,Technology,NYSE,146.08,148.9,141.56,143.45,10712151,847144325.0,143.45,-1.8
2021-07-21,ORCL,Technology,NYSE,143.45,148.95,140.18,145.5,5015744,730701889.0,145.5,1.43
2021-07-22,ORCL,Technology,NYSE,145.5,146.12,141.32,142.25,15253660,1192040146.0,142.25,-2.23
2021-07-23,ORCL,Technology,NYSE,142.25,154.01,138.12,149.67,1350295,871164250.0,149.67,5.22
2021-07-26,ORCL,Technology,NYSE,149.67,151.37,149.13,150.68,1304601,484482436.0,150.68,0.67
2021-07-27,ORCL,Technology,NYSE,150.68,155.1,147.43,151.02,3052788,579770460.0,151.02,0.23
2021-07-28,ORCL,Technology,NYSE,151.02,153.16,148.9,149.22,4434112,315324147.0,149.22,-1.19
2021-07-29,ORCL,Technology,NYSE,149.22,154.35,144.88,153.85,3757323,449230187.0,153.85,3.1
2021-07-30,ORCL,Technology,NYSE,153.85,157.99,151.22,156.14,6012278,697240918.0,156.14,1.49
2021-08-02,ORCL,Technology,NYSE,156.14,161.5,153.57,160.1,27704439,1177077053.0,160.1,2.54
2021-08-03,ORCL,Technology,NYSE,160.1,161.27,157.16,159.92,3883479,1279182330.0,159.92,-0.11
2021-08-04,ORCL,Technology,NYSE,159.92,164.0,155.8,159.45,1335084,190838990.0,159.45,-0.29
2021-08-05,ORCL,Technology,NYSE,159.45,160.4,156.16,158.73,2058720,1081522258.0,158.73,-0.45
2021-08-06,ORCL,Technology,NYSE,158.73,161.74,155.22,155.39,2116718,1396407486.0,155.39,-2.1
2021-08-09,ORCL,Technology,NYSE,155.39,159.05,155.24,158.07,14967851,638350968.0,158.07,1.72
2021-08-10,ORCL,Technology,NYSE,158.07,158.64,157.93,158.03,1941885,802377217.0,158.03,-0.02
2021-08-11,ORCL,Technology,NYSE,158.03,164.18,155.0,162.79,6497699,1303345067.0,162.79,3.01
2021-08-12,ORCL,Technology,NYSE,162.79,164.59,157.19,160.16,2653989,277632873.0,160.16,-1.62
2021-08-13,ORCL,Technology,NYSE,160.16,160.26,155.87,158.7,22059905,772087956.0,158.7,-0.91
2021-08-16,ORCL,Technology,NYSE,158.7,159.96,154.07,159.56,1236218,1144636864.0,159.56,0.54
2021-08-17,ORCL,Technology,NYSE,159.56,162.77,157.4,158.52,11753771,1559872522.0,158.52,-0.65
2021-08-18,ORCL,Technology,NYSE,158.52,160.13,154.9,156.89,360016,820672067.0,156.89,-1.03
2021-08-19,ORCL,Technology,NYSE,156.89,158.97,150.05,152.91,662557,740820964.0,152.91,-2.54
2021-08-20,ORCL,Technology,NYSE,152.91,156.24,150.95,151.48,7868287,628988395.0,151.48,-0.94
2021-08-23,ORCL,Technology,NYSE,151.48,157.62,149.03,153.7,2612168,913248790.0,153.7,1.46
2021-08-24,ORCL,Technology,NYSE,153.7,160.18,151.09,156.45,8282928,1239033897.0,156.45,1.79
2021-08-25,ORCL,Technology,NYSE,156.45,160.11,154.15,157.81,1706148,182401162.0,157.81,0.87
2021-08-26,ORCL,Technology,NYSE,157.81,161.28,152.49,157.13,6806830,793218489.0,157.13,-0.43
2021-08-27,ORCL,Technology,NYSE,157.13,167.37,154.57,162.63,9209756,999907909.0,162.63,3.5
2021-08-30,ORCL,Technology,NYSE,162.63,165.43,156.37,158.1,3691476,1354015668.0,158.1,-2.78
2021-08-31,ORCL,Technology,NYSE,158.1,159.87,153.05,154.48,14846706,843609214.0,154.48,-2.29
2021-09-01,ORCL,Technology,NYSE,154.48,161.3,153.58,160.56,10518422,416347233.0,160.56,3.93
2021-09-02,ORCL,Technology,NYSE,160.56,171.79,157.31,169.7,3285628,1519897436.0,169.7,5.7
2021-09-03,ORCL,Technology,NYSE,169.7,174.0,162.93,165.86,2787741,702076703.0,165.86,-2.27
2021-09-06,ORCL,Technology,NYSE,165.86,173.08,162.5,169.52,2688050,607679124.0,169.52,2.21
2021-09-07,ORCL,Technology,NYSE,169.52,169.93,167.63,168.36,799217,639223975.0,168.36,-0.69
2021-09-08,ORCL,Technology,NYSE,168.36,169.73,161.34,166.03,26279998,1240761269.0,166.03,-1.38
2021-09-09,ORCL,Technology,NYSE,166.03,167.89,161.65,162.34,24349968,590292813.0,162.34,-2.22
2021-09-10,ORCL,Technology,NYSE,162.34,162.66,155.15,156.76,2634619,1496257853.0,156.76,-3.44
2021-09-13,ORCL,Technology,NYSE,156.76,158.45,152.91,153.93,2161807,586505217.0,153.93,-1.8
2021-09-14,ORCL,Technology,NYSE,153.93,158.48,151.46,151.61,2092652,1325116399.0,151.61,-1.5
2021-09-15,ORCL,Technology,NYSE,151.61,152.91,149.07,152.91,1929154,320698144.0,152.91,0.85
2021-09-16,ORCL,Technology,NYSE,152.91,154.08,150.28,153.51,14570233,810952166.0,153.51,0.39
2021-09-17,ORCL,Technology,NYSE,153.51,156.51,148.96,149.15,1008950,1373750836.0,149.15,-2.84
2021-09-20,ORCL,Technology,NYSE,149.15,151.58,146.91,147.49,4174102,555560771.0,147.49,-1.12
2021-09-21,ORCL,Technology,NYSE,147.49,149.99,145.54,148.22,786024,691939659.0,148.22,0.5
2021-09-22,ORCL,Technology,NYSE,148.22,152.7,144.25,149.64,2479407,292809473.0,149.64,0.96
2021-09-23,ORCL,Technology,NYSE,149.64,150.83,145.21,147.67,1478398,1083790278.0,147.67,-1.32
2021-09-24,ORCL,Technology,NYSE,147.67,151.8,142.4,145.11,1888998,1249695203.0,145.11,-1.73
2021-09-27,ORCL,Technology,NYSE,145.11,153.98,141.39,151.67,3565080,1016978030.0,151.67,4.52
2021-09-28,ORCL,Technology,NYSE,151.67,151.8,148.71,150.39,719654,612167863.0,150.39,-0.85
2021-09-29,ORCL,Technology,NYSE,150.39,151.87,145.06,148.34,3831830,339142494.0,148.34,-1.36
2021-09-30,ORCL,Technology,NYSE,148.34,155.99,147.79,152.26,2786503,212205053.0,152.26,2.64
2021-10-01,ORCL,Technology,NYSE,152.26,156.42,149.15,155.14,3416751,1130442486.0,155.14,1.89
2021-10-04,ORCL,Technology,NYSE,155.14,158.36,152.39,155.11,9749801,762120948.0,155.11,-0.02
2021-10-05,ORCL,Technology,NYSE,155.11,156.75,148.11,151.73,7315494,1231620658.0,151.73,-2.18
2021-10-06,ORCL,Technology,NYSE,151.73,155.47,145.68,148.36,461402,725108197.0,148.36,-2.22
2021-10-07,ORCL,Technology,NYSE,148.36,151.36,146.48,147.15,29299886,952977272.0,147.15,-0.81
2021-10-08,ORCL,Technology,NYSE,147.15,154.52,146.06,153.82,2071516,1331060646.0,153.82,4.53
2021-10-11,ORCL,Technology,NYSE,153.82,158.4,153.05,157.3,12453293,1416678210.0,157.3,2.26
2021-10-12,ORCL,Technology,NYSE,157.3,160.88,154.17,156.67,3168106,1179721829.0,156.67,-0.4
2021-10-13,ORCL,Technology,NYSE,156.67,158.63,155.69,156.7,531415,484651334.0,156.7,0.02
2021-10-14,ORCL,Technology,NYSE,156.7,160.12,151.16,154.43,1529352,1235697507.0,154.43,-1.45
2021-10-15,ORCL,Technology,NYSE,154.43,162.35,153.1,159.28,866781,646881257.0,159.28,3.14
2021-10-18,ORCL,Technology,NYSE,159.28,163.21,157.43,160.71,2554161,497556759.0,160.71,0.9
2021-10-19,ORCL,Technology,NYSE,160.71,162.0,157.89,160.67,706261,1117134120.0,160.67,-0.03
2021-10-20,ORCL,Technology,NYSE,160.67,165.96,160.16,162.9,11768626,361729723.0,162.9,1.39
2021-10-21,ORCL,Technology,NYSE,162.9,167.13,161.0,163.08,2923630,1313320700.0,163.08,0.11
2021-10-22,ORCL,Technology,NYSE,163.08,166.41,156.42,158.97,3433875,1004202535.0,158.97,-2.52
2021-10-25,ORCL,Technology,NYSE,158.97,160.97,154.91,156.26,2828287,560462915.0,156.26,-1.71
2021-10-26,ORCL,Technology,NYSE,156.26,158.43,155.61,157.22,558567,889310424.0,157.22,0.61
2021-10-27,ORCL,Technology,NYSE,157.22,159.49,153.38,158.8,815166,393406650.0,158.8,1.0
2021-10-28,ORCL,Technology,NYSE,158.8,159.71,153.29,154.33,11037670,1214380961.0,154.33,-2.81
2021-10-29,ORCL,Technology,NYSE,154.33,157.84,149.8,153.2,8915012,410770756.0,153.2,-0.74
2021-11-01,ORCL,Technology,NYSE,153.2,156.06,150.47,151.19,9686584,619729269.0,151.19,-1.31
2021-11-02,ORCL,Technology,NYSE,151.19,155.18,148.79,153.74,5354904,1253249881.0,153.74,1.69
2021-11-03,ORCL,Technology,NYSE,153.74,155.99,150.0,152.61,3503378,1120665846.0,152.61,-0.74
2021-11-04,ORCL,Technology,NYSE,152.61,159.49,150.36,156.34,1371884,593425176.0,156.34,2.45
2021-11-05,ORCL,Technology,NYSE,156.34,160.83,151.73,152.71,6116641,324524105.0,152.71,-2.33
2021-11-08,ORCL,Technology,NYSE,152.71,154.79,150.31,150.89,14463275,1435069104.0,150.89,-1.19
2021-11-09,ORCL,Technology,NYSE,150.89,152.24,145.52,146.16,13500785,1197720322.0,146.16,-3.14
2021-11-10,ORCL,Technology,NYSE,146.16,152.92,144.25,152.19,8717899,196704969.0,152.19,4.12
2021-11-11,ORCL,Technology,NYSE,152.19,167.66,147.94,163.13,4177396,171553184.0,163.13,7.19
2021-11-12,ORCL,Technology,NYSE,163.13,166.37,161.1,163.04,3187031,1159010086.0,163.04,-0.06
2021-11-15,ORCL,Technology,NYSE,163.04,164.19,160.38,163.45,1167255,1510837612.0,163.45,0.25
2021-11-16,ORCL,Technology,NYSE,163.45,163.92,158.84,163.19,1830253,751022501.0,163.19,-0.16
2021-11-17,ORCL,Technology,NYSE,163.19,175.67,162.02,171.72,1043688,216605687.0,171.72,5.23
2021-11-18,ORCL,Technology,NYSE,171.72,175.27,168.7,170.44,8655652,593797095.0,170.44,-0.75
2021-11-19,ORCL,Technology,NYSE,170.44,181.8,167.33,177.44,5906845,1740964572.0,177.44,4.11
2021-11-22,ORCL,Technology,NYSE,177.44,186.05,176.17,181.26,1458389,667896185.0,181.26,2.15
2021-11-23,ORCL,Technology,NYSE,181.26,183.25,176.21,178.48,1318254,1540503071.0,178.48,-1.54
2021-11-24,ORCL,Technology,NYSE,178.48,181.17,175.13,178.19,12036782,1611325045.0,178.19,-0.16
2021-11-25,ORCL,Technology,NYSE,178.19,180.87,172.77,176.15,1800836,706285941.0,176.15,-1.15
2021-11-26,ORCL,Technology,NYSE,176.15,176.16,172.88,175.85,3889759,429652788.0,175.85,-0.17
2021-11-29,ORCL,Technology,NYSE,175.85,184.34,175.2,178.99,1313933,1171894394.0,178.99,1.78
2021-11-30,ORCL,Technology,NYSE,178.99,190.78,175.63,190.31,1619231,1734127503.0,190.31,6.33
2021-12-01,ORCL,Technology,NYSE,190.31,191.61,186.36,188.73,6867258,600048959.0,188.73,-0.83
2021-12-02,ORCL,Technology,NYSE,188.73,192.28,183.09,185.95,1716614,1219813403.0,185.95,-1.47
2021-12-03,ORCL,Technology,NYSE,185.95,187.81,185.01,186.1,18527897,1314400956.0,186.1,0.08
2021-12-06,ORCL,Technology,NYSE,186.1,188.92,180.12,184.72,776112,1440812354.0,184.72,-0.74
2021-12-07,ORCL,Technology,NYSE,184.72,187.37,182.33,183.85,1793563,1744640558.0,183.85,-0.47
2021-12-08,ORCL,Technology,NYSE,183.85,188.9,181.52,182.38,11253488,1225268570.0,182.38,-0.8
2021-12-09,ORCL,Technology,NYSE,182.38,186.98,179.73,183.43,3114261,806811000.0,183.43,0.57
2021-12-10,ORCL,Technology,NYSE,183.43,194.26,178.98,189.62,1591899,1008368450.0,189.62,3.37
2021-12-13,ORCL,Technology,NYSE,189.62,196.86,186.41,192.8,4035584,1439492286.0,192.8,1.68
2021-12-14,ORCL,Technology,NYSE,192.8,197.09,186.78,190.29,1767426,452405256.0,190.29,-1.3
2021-12-15,ORCL,Technology,NYSE,190.29,196.75,186.94,191.66,22732174,793132790.0,191.66,0.72
2021-12-16,ORCL,Technology,NYSE,191.66,192.46,189.95,191.27,2587466,706524146.0,191.27,-0.21
2021-12-17,ORCL,Technology,NYSE,191.27,196.78,187.01,193.04,2435272,1927916096.0,193.04,0.93
2021-12-20,ORCL,Technology,NYSE,193.04,198.24,187.4,191.12,1393783,637906301.0,191.12,-1.0
2021-12-21,ORCL,Technology,NYSE,191.12,195.0,183.31,185.83,6720257,907110014.0,185.83,-2.77
2021-12-22,ORCL,Technology,NYSE,185.83,189.23,182.01,183.92,4798661,1374670398.0,183.92,-1.03
2021-12-23,ORCL,Technology,NYSE,183.92,185.35,177.79,179.75,4740594,1558650423.0,179.75,-2.27
2021-12-24,ORCL,Technology,NYSE,179.75,183.71,167.34,170.71,8252625,1100899408.0,170.71,-5.03
2021-12-27,ORCL,Technology,NYSE,170.71,174.19,159.91,161.86,1971439,251814344.0,161.86,-5.19
2021-12-28,ORCL,Technology,NYSE,161.86,164.69,156.61,159.52,12545624,870775277.0,159.52,-1.44
2021-12-29,ORCL,Technology,NYSE,159.52,160.47,156.94,158.14,7552063,294056546.0,158.14,-0.87
2021-12-30,ORCL,Technology,NYSE,158.14,164.56,153.4,162.28,605010,1514949658.0,162.28,2.62
2021-12-31,ORCL,Technology,NYSE,162.28,167.07,153.58,157.45,7795896,463634683.0,157.45,-2.98
2022-01-03,ORCL,Technology,NYSE,157.45,161.12,152.56,157.09,3739537,980665263.0,157.09,-0.23
2022-01-04,ORCL,Technology,NYSE,157.09,164.81,155.67,161.62,774332,1512205214.0,161.62,2.88
2022-01-05,ORCL,Technology,NYSE,161.62,163.11,159.19,160.61,2981886,1194361761.0,160.61,-0.62
2022-01-06,ORCL,Technology,NYSE,160.61,161.61,151.44,153.8,4527428,1512316858.0,153.8,-4.24
2022-01-07,ORCL,Technology,NYSE,153.8,162.69,152.86,158.26,5742526,936211800.0,158.26,2.9
2022-01-10,ORCL,Technology,NYSE,158.26,162.88,154.3,161.26,759716,981989619.0,161.26,1.9
2022-01-11,ORCL,Technology,NYSE,161.26,163.05,160.2,161.41,1345402,1519127479.0,161.41,0.1
2022-01-12,ORCL,Technology,NYSE,161.41,166.8,159.52,163.91,792632,1384440104.0,163.91,1.55
2022-01-13,ORCL,Technology,NYSE,163.91,167.44,159.5,167.29,3123980,1364383954.0,167.29,2.06
2022-01-14,ORCL,Technology,NYSE,167.29,172.09,163.69,167.94,8822510,1322649726.0,167.94,0.39
2022-01-17,ORCL,Technology,NYSE,167.94,174.17,163.87,171.82,4622549,831046402.0,171.82,2.31
2022-01-18,ORCL,Technology,NYSE,171.82,175.45,168.66,170.64,2301946,1387626437.0,170.64,-0.69
2022-01-19,ORCL,Technology,NYSE,170.64,171.81,166.96,171.61,12992043,1325916606.0,171.61,0.57
2022-01-20,ORCL,Technology,NYSE,171.61,176.3,162.19,164.11,5198288,1426464824.0,164.11,-4.37
2022-01-21,ORCL,Technology,NYSE,164.11,169.71,161.14,166.23,1406323,634130148.0,166.23,1.3
2022-01-24,ORCL,Technology,NYSE,166.23,166.83,154.14,157.71,3378932,1042392276.0,157.71,-5.13
2022-01-25,ORCL,Technology,NYSE,157.71,158.21,152.24,154.73,42051367,712676194.0,154.73,-1.89
2022-01-26,ORCL,Technology,NYSE,154.73,159.23,150.94,154.8,5276329,1389249675.0,154.8,0.04
2022-01-27,ORCL,Technology,NYSE,154.8,157.77,149.94,151.44,8059099,636235181.0,151.44,-2.17
2022-01-28,ORCL,Technology,NYSE,151.44,153.83,148.91,150.51,6981991,331047670.0,150.51,-0.62
2022-01-31,ORCL,Technology,NYSE,150.51,152.16,148.27,151.71,1270545,613701354.0,151.71,0.8
2022-02-01,ORCL,Technology,NYSE,151.71,152.95,149.89,151.9,12064658,1119154846.0,151.9,0.13
2022-02-02,ORCL,Technology,NYSE,151.9,152.49,144.23,146.29,556686,826608573.0,146.29,-3.7
2022-02-03,ORCL,Technology,NYSE,146.29,150.09,140.24,142.49,1523833,619470702.0,142.49,-2.6
2022-02-04,ORCL,Technology,NYSE,142.49,145.37,138.36,144.24,6165850,719186848.0,144.24,1.23
2022-02-07,ORCL,Technology,NYSE,144.24,151.64,140.97,148.23,7829191,588946304.0,148.23,2.77
2022-02-08,ORCL,Technology,NYSE,148.23,152.73,145.82,148.38,15617625,531702528.0,148.38,0.1
2022-02-09,ORCL,Technology,NYSE,148.38,150.39,147.56,147.99,27815977,1315848390.0,147.99,-0.26
2022-02-10,ORCL,Technology,NYSE,147.99,151.71,135.61,138.51,35189656,316195864.0,138.51,-6.41
2022-02-11,ORCL,Technology,NYSE,138.51,140.44,136.9,140.28,1448371,893146270.0,140.28,1.28
2022-02-14,ORCL,Technology,NYSE,140.28,141.63,135.13,137.42,2132327,1179128629.0,137.42,-2.04
2022-02-15,ORCL,Technology,NYSE,137.42,142.84,134.54,138.82,2757164,942520776.0,138.82,1.02
2022-02-16,ORCL,Technology,NYSE,138.82,141.61,135.03,138.44,2042422,547041951.0,138.44,-0.27
2022-02-17,ORCL,Technology,NYSE,138.44,138.67,135.54,138.57,11340040,817826315.0,138.57,0.09
2022-02-18,ORCL,Technology,NYSE,138.57,140.39,136.3,139.58,3012621,1062767073.0,139.58,0.73
2022-02-21,ORCL,Technology,NYSE,139.58,140.37,137.01,137.52,1141672,674616408.0,137.52,-1.48
