date,location,climate_zone,temperature,rainfall,humidity,wind_speed,air_quality_index
2020-10-07,Sydney,Mediterranean,3.8,1.0,38.6,12.5,183
2020-10-14,Sydney,Mediterranean,12.9,10.4,66.3,3.7,192
2020-10-21,Sydney,Mediterranean,12.8,2.3,86.8,3.5,128
2020-10-28,Sydney,Mediterranean,8.5,2.2,68.0,9.0,159
2020-11-04,Sydney,Mediterranean,9.6,0.8,69.9,8.1,65
2020-11-11,Sydney,Mediterranean,10.2,1.0,73.7,15.1,98
2020-11-18,Sydney,Mediterranean,14.2,4.4,30.8,3.9,102
2020-11-25,Sydney,Mediterranean,18.3,1.0,70.0,45.0,108
2020-12-02,Sydney,Mediterranean,16.0,1.0,58.8,1.5,115
2020-12-09,Sydney,Mediterranean,20.7,4.1,89.7,8.7,146
2020-12-16,Sydney,Mediterranean,10.1,0.8,48.3,5.2,176
2020-12-23,Sydney,Mediterranean,19.6,2.4,51.9,13.4,127
2020-12-30,Sydney,Mediterranean,23.2,2.4,72.0,14.0,23
2021-01-06,Sydney,Mediterranean,21.4,2.2,76.0,3.7,130
2021-01-13,Sydney,Mediterranean,21.7,1.9,81.0,2.2,61
2021-01-20,Sydney,Mediterranean,18.0,0.7,46.7,14.8,58
2021-01-27,Sydney,Mediterranean,25.1,7.4,58.4,0.7,30
2021-02-03,Sydney,Mediterranean,28.8,0.1,59.9,11.7,193
2021-02-10,Sydney,Mediterranean,27.9,1.8,69.2,1.7,118
2021-02-17,Sydney,Mediterranean,28.4,2.6,51.9,10.2,80
2021-02-24,Sydney,Mediterranean,32.0,11.3,72.0,14.7,159
2021-03-03,Sydney,Mediterranean,30.9,0.0,48.9,0.6,108
2021-03-10,Sydney,Mediterranean,28.5,3.6,48.2,34.0,23
2021-03-17,Sydney,Mediterranean,33.9,1.2,54.7,27.3,192
2021-03-24,Sydney,Mediterranean,28.2,0.3,65.1,34.8,45
2021-03-31,Sydney,Mediterranean,29.6,0.2,40.0,0.6,111
2021-04-07,Sydney,Mediterranean,34.0,12.2,57.1,4.4,112
2021-04-14,Sydney,Mediterranean,29.4,8.5,30.0,9.5,83
2021-04-21,Sydney,Mediterranean,32.6,1.2,53.8,6.1,26
2021-04-28,Sydney,Mediterranean,30.2,0.3,58.6,9.2,144
2021-05-05,Sydney,Mediterranean,28.8,0.2,82.1,3.5,181
2021-05-12,Sydney,Mediterranean,28.0,2.4,42.9,0.4,197
2021-05-19,Sydney,Mediterranean,25.6,4.1,64.6,4.2,55
2021-05-26,Sydney,Mediterranean,23.4,1.7,84.5,5.0,176
2021-06-02,Sydney,Mediterranean,25.1,0.3,39.1,5.7,23
2021-06-09,Sydney,Mediterranean,25.2,0.8,58.2,7.0,49
2021-06-16,Sydney,Mediterranean,29.7,0.2,58.6,9.9,55
2021-06-23,Sydney,Mediterranean,19.3,5.7,37.5,20.8,106
2021-06-30,Sydney,Mediterranean,23.0,0.8,53.6,9.2,171
2021-07-07,Sydney,Mediterranean,20.4,1.7,86.2,11.2,52
2021-07-14,Sydney,Mediterranean,10.3,0.3,77.2,9.6,186
2021-07-21,Sydney,Mediterranean,14.9,0.3,56.4,10.3,136
2021-07-28,Sydney,Mediterranean,18.1,0.2,37.6,2.1,185
2021-08-04,Sydney,Mediterranean,13.7,0.1,79.2,17.5,132
2021-08-11,Sydney,Mediterranean,9.2,1.4,34.1,2.5,146
2021-08-18,Sydney,Mediterranean,16.4,1.8,54.8,31.7,161
2021-08-25,Sydney,Mediterranean,13.7,0.4,54.9,0.1,196
2021-09-01,Sydney,Mediterranean,7.4,0.1,66.3,14.4,93
2021-09-08,Sydney,Mediterranean,11.6,1.6,52.4,9.8,142
2021-09-15,Sydney,Mediterranean,9.2,0.5,53.2,0.5,130
2021-09-22,Sydney,Mediterranean,8.9,3.9,87.1,21.5,27
2021-09-29,Sydney,Mediterranean,9.4,1.4,33.7,0.7,106
2021-10-06,Sydney,Mediterranean,10.6,1.5,89.7,2.3,97
2021-10-13,Sydney,Mediterranean,10.7,2.1,32.7,29.2,129
2021-10-20,Sydney,Mediterranean,6.5,1.2,57.1,27.6,108
2021-10-27,Sydney,Mediterranean,6.1,0.9,89.4,11.5,190
2021-11-03,Sydney,Mediterranean,12.0,0.1,85.7,1.0,47
2021-11-10,Sydney,Mediterranean,15.8,1.1,59.4,5.4,87
2021-11-17,Sydney,Mediterranean,17.3,0.4,35.9,31.4,155
2021-11-24,Sydney,Mediterranean,15.6,0.2,59.4,1.9,167
2021-12-01,Sydney,Mediterranean,15.2,0.4,77.9,11.3,64
2021-12-08,Sydney,Mediterranean,18.6,0.2,46.8,4.3,166
2021-12-15,Sydney,Mediterranean,17.1,9.8,44.4,20.7,137
2021-12-22,Sydney,Mediterranean,18.2,2.0,74.4,9.5,38
2021-12-29,Sydney,Mediterranean,24.9,0.8,73.9,5.4,52
2022-01-05,Sydney,Mediterranean,22.2,4.0,33.6,11.8,117
2022-01-12,Sydney,Mediterranean,23.5,2.1,57.6,11.3,145
2022-01-19,Sydney,Mediterranean,23.7,0.3,70.5,5.0,65
2022-01-26,Sydney,Mediterranean,24.3,0.0,73.8,8.5,45
2022-02-02,Sydney,Mediterranean,23.6,2.2,59.0,5.4,177
2022-02-09,Sydney,Mediterranean,22.8,5.6,51.0,2.8,168
2022-02-16,Sydney,Mediterranean,34.9,1.7,42.6,13.6,187
2022-02-23,Sydney,Mediterranean,23.9,0.6,58.4,0.4,110
2022-03-02,Sydney,Mediterranean,31.3,1.7,77.8,13.3,131
2022-03-09,Sydney,Mediterranean,26.0,0.3,56.4,3.8,136
2022-03-16,Sydney,Mediterranean,30.1,0.4,49.1,5.4,94
2022-03-23,Sydney,Mediterranean,28.8,0.7,74.1,0.2,161
2022-03-30,Sydney,Mediterranean,28.0,0.1,72.9,4.5,107
2022-04-06,Sydney,Mediterranean,30.3,1.5,83.8,2.2,192
2022-04-13,Sydney,Mediterranean,26.6,1.8,49.0,9.9,170
2022-04-20,Sydney,Mediterranean,29.4,1.1,75.0,24.4,148
2022-04-27,Sydney,Mediterranean,26.2,0.4,77.4,4.9,108
2022-05-04,Sydney,Mediterranean,27.0,1.6,65.3,5.6,115
2022-05-11,Sydney,Mediterranean,26.6,2.6,76.4,12.5,37
2022-05-18,Sydney,Mediterranean,28.1,0.7,54.0,16.7,34
2022-05-25,Sydney,Mediterranean,29.0,0.7,47.6,3.1,162
2022-06-01,Sydney,Mediterranean,24.1,0.3,83.2,6.1,39
2022-06-08,Sydney,Mediterranean,24.5,3.4,31.1,13.3,114
2022-06-15,Sydney,Mediterranean,23.2,0.3,68.3,3.9,28
2022-06-22,Sydney,Mediterranean,20.4,0.9,84.7,0.4,149
2022-06-29,Sydney,Mediterranean,16.3,2.3,85.9,9.7,83
2022-07-06,Sydney,Mediterranean,20.9,0.7,76.9,14.5,108
2022-07-13,Sydney,Mediterranean,18.6,0.3,49.7,0.6,149
2022-07-20,Sydney,Mediterranean,16.6,2.0,73.6,4.6,118
2022-07-27,Sydney,Mediterranean,17.2,1.1,68.7,13.7,78
2022-08-03,Sydney,Mediterranean,14.7,5.1,78.7,17.4,34
2022-08-10,Sydney,Mediterranean,13.0,2.8,83.8,18.7,196
2022-08-17,Sydney,Mediterranean,16.5,0.1,77.3,23.4,198
2022-08-24,Sydney,Mediterranean,16.2,0.6,49.0,16.5,61
2022-08-31,Sydney,Mediterranean,13.7,4.1,77.1,3.2,25
2022-09-07,Sydney,Mediterranean,11.1,2.3,86.7,11.5,172
2022-09-14,Sydney,Mediterranean,10.9,0.5,44.6,3.7,47
2022-09-21,Sydney,Mediterranean,8.9,3.2,81.7,1.5,109
2022-09-28,Sydney,Mediterranean,10.8,0.5,86.6,20.5,131
2022-10-05,Sydney,Mediterranean,8.3,0.8,81.5,1.4,148
2022-10-12,Sydney,Mediterranean,7.9,2.1,67.5,10.2,123
2022-10-19,Sydney,Mediterranean,11.0,3.9,87.6,2.5,191
2022-10-26,Sydney,Mediterranean,12.4,2.3,68.2,5.1,184
2022-11-02,Sydney,Mediterranean,10.1,1.4,66.3,6.2,152
2022-11-09,Sydney,Mediterranean,11.7,1.3,72.3,25.5,114
2022-11-16,Sydney,Mediterranean,15.0,4.2,73.5,1.2,69
2022-11-23,Sydney,Mediterranean,10.7,0.1,51.0,19.8,27
2022-11-30,Sydney,Mediterranean,11.3,2.4,67.8,19.9,117
2022-12-07,Sydney,Mediterranean,14.4,0.3,30.6,7.9,20
2022-12-14,Sydney,Mediterranean,21.2,0.1,45.3,7.5,112
2022-12-21,Sydney,Mediterranean,10.1,4.2,60.3,7.1,57
2022-12-28,Sydney,Mediterranean,22.3,0.1,53.8,6.4,120
2023-01-04,Sydney,Mediterranean,23.7,1.1,55.3,15.4,54
2023-01-11,Sydney,Mediterranean,27.0,4.5,81.2,11.2,190
2023-01-18,Sydney,Mediterranean,18.1,2.8,60.8,3.9,153
2023-01-25,Sydney,Mediterranean,23.3,0.7,80.7,3.0,35
2023-02-01,Sydney,Mediterranean,28.6,1.3,81.7,1.1,126
2023-02-08,Sydney,Mediterranean,20.4,4.9,80.6,13.6,176
2023-02-15,Sydney,Mediterranean,28.1,1.1,37.1,7.2,101
2023-02-22,Sydney,Mediterranean,28.4,0.2,74.6,12.4,125
2023-03-01,Sydney,Mediterranean,28.3,3.2,50.5,5.9,58
2023-03-08,Sydney,Mediterranean,27.8,3.4,82.6,14.8,49
2023-03-15,Sydney,Mediterranean,28.9,9.0,59.0,43.3,59
2023-03-22,Sydney,Mediterranean,34.4,0.7,77.0,21.8,68
2023-03-29,Sydney,Mediterranean,27.1,0.0,54.2,2.7,198
2023-04-05,Sydney,Mediterranean,33.9,0.0,84.2,0.7,91
2023-04-12,Sydney,Mediterranean,26.6,0.5,34.1,2.1,82
2023-04-19,Sydney,Mediterranean,27.2,0.1,43.4,4.5,41
2023-04-26,Sydney,Mediterranean,29.9,3.7,50.4,12.3,141
2023-05-03,Sydney,Mediterranean,33.6,0.7,49.2,1.8,129
2023-05-10,Sydney,Mediterranean,28.6,0.7,49.6,0.2,133
2023-05-17,Sydney,Mediterranean,28.4,0.4,79.3,7.9,184
2023-05-24,Sydney,Mediterranean,25.9,2.7,38.3,5.8,73
2023-05-31,Sydney,Mediterranean,21.3,0.0,60.7,14.7,93
2023-06-07,Sydney,Mediterranean,23.1,3.2,88.8,9.3,127
2023-06-14,Sydney,Mediterranean,23.0,0.7,52.6,5.0,97
2023-06-21,Sydney,Mediterranean,28.2,2.4,41.7,5.9,159
2023-06-28,Sydney,Mediterranean,16.8,3.2,74.4,10.4,77
2023-07-05,Sydney,Mediterranean,18.7,1.1,32.4,3.2,154
2023-07-12,Sydney,Mediterranean,16.0,0.6,88.2,13.3,55
2023-07-19,Sydney,Mediterranean,15.8,5.9,38.5,14.4,116
2023-07-26,Sydney,Mediterranean,12.4,1.4,67.2,6.5,176
2023-08-02,Sydney,Mediterranean,18.4,0.4,38.8,27.8,170
2023-08-09,Sydney,Mediterranean,9.4,2.7,79.6,11.9,62
2023-08-16,Sydney,Mediterranean,12.3,0.8,68.1,4.4,90
2023-08-23,Sydney,Mediterranean,10.6,3.5,71.3,8.0,116
2023-08-30,Sydney,Mediterranean,9.6,0.7,68.6,9.2,60
2023-09-06,Sydney,Mediterranean,8.8,1.5,75.6,12.5,83
2023-09-13,Sydney,Mediterranean,14.7,0.4,36.6,21.5,34
2023-09-20,Sydney,Mediterranean,9.7,0.4,54.7,0.8,93
2023-09-27,Sydney,Mediterranean,7.5,0.2,42.1,7.9,129
2023-10-04,Sydney,Mediterranean,14.1,0.7,35.4,24.2,149
2023-10-11,Sydney,Mediterranean,5.8,3.3,50.6,1.2,69
2023-10-18,Sydney,Mediterranean,8.7,6.8,42.3,13.5,168
2023-10-25,Sydney,Mediterranean,5.7,0.2,82.6,13.1,120
2023-11-01,Sydney,Mediterranean,10.1,1.8,42.1,22.1,176
2023-11-08,Sydney,Mediterranean,13.2,2.7,65.8,21.3,28
2023-11-15,Sydney,Mediterranean,12.5,0.8,60.0,2.4,38
2023-11-22,Sydney,Mediterranean,13.7,2.4,45.7,9.8,150
2023-11-29,Sydney,Mediterranean,12.1,0.9,84.6,8.4,180
2023-12-06,Sydney,Mediterranean,10.4,2.6,77.8,17.9,71
2023-12-13,Sydney,Mediterranean,15.0,3.1,66.1,4.1,119
2023-12-20,Sydney,Mediterranean,19.4,1.0,33.1,5.1,163
2023-12-27,Sydney,Mediterranean,20.5,1.2,74.9,4.4,163
2024-01-03,Sydney,Mediterranean,26.8,0.5,36.8,9.1,180
2024-01-10,Sydney,Mediterranean,20.9,2.8,59.0,2.4,199
2024-01-17,Sydney,Mediterranean,15.8,1.9,78.3,3.6,63
2024-01-24,Sydney,Mediterranean,26.1,1.5,67.1,11.4,45
2024-01-31,Sydney,Mediterranean,16.8,0.1,31.3,4.4,42
2024-02-07,Sydney,Mediterranean,27.4,1.0,38.3,13.4,39
2024-02-14,Sydney,Mediterranean,29.0,2.6,76.2,37.1,35
2024-02-21,Sydney,Mediterranean,32.4,0.7,86.2,7.3,119
2024-02-28,Sydney,Mediterranean,27.4,3.4,65.8,5.0,90
2024-03-06,Sydney,Mediterranean,26.8,1.6,65.0,2.3,72
2024-03-13,Sydney,Mediterranean,29.8,3.8,40.9,5.6,141
2024-03-20,Sydney,Mediterranean,29.4,2.7,77.3,1.3,150
2024-03-27,Sydney,Mediterranean,28.2,0.1,49.3,8.2,91
2024-04-03,Sydney,Mediterranean,28.2,5.3,74.3,3.7,33
2024-04-10,Sydney,Mediterranean,27.0,0.2,61.9,17.2,164
2024-04-17,Sydney,Mediterranean,31.4,0.3,48.2,7.6,31
2024-04-24,Sydney,Mediterranean,32.3,4.6,65.0,1.3,31
2024-05-01,Sydney,Mediterranean,31.7,2.9,65.5,2.1,70
2024-05-08,Sydney,Mediterranean,26.6,0.6,54.5,3.3,143
2024-05-15,Sydney,Mediterranean,27.1,1.5,41.9,16.4,27
2024-05-22,Sydney,Mediterranean,24.6,1.4,81.4,13.9,105
2024-05-29,Sydney,Mediterranean,29.3,1.6,50.8,27.0,106
2024-06-05,Sydney,Mediterranean,18.1,2.7,32.2,6.4,63
2024-06-12,Sydney,Mediterranean,23.2,3.8,32.5,0.5,70
2024-06-19,Sydney,Mediterranean,21.6,0.2,88.3,7.3,104
2024-06-26,Sydney,Mediterranean,25.9,0.7,57.5,6.5,37
2024-07-03,Sydney,Mediterranean,18.1,0.4,60.3,14.6,51
2024-07-10,Sydney,Mediterranean,20.3,7.9,58.0,15.7,76
2024-07-17,Sydney,Mediterranean,20.7,0.6,55.3,0.4,54
2024-07-24,Sydney,Mediterranean,15.4,3.9,50.8,10.6,107
2024-07-31,Sydney,Mediterranean,17.7,0.5,54.3,50.0,183
2024-08-07,Sydney,Mediterranean,14.8,1.5,47.1,7.3,61
2024-08-14,Sydney,Mediterranean,10.9,1.3,75.5,3.3,84
2024-08-21,Sydney,Mediterranean,18.7,0.2,55.1,1.2,37
2024-08-28,Sydney,Mediterranean,12.2,1.6,45.0,4.2,109
2024-09-04,Sydney,Mediterranean,13.3,1.4,36.1,13.9,149
2024-09-11,Sydney,Mediterranean,14.6,0.2,71.0,27.0,107
2024-09-18,Sydney,Mediterranean,5.3,0.8,32.1,13.7,92
2024-09-25,Sydney,Mediterranean,12.9,2.1,84.0,9.8,129
2024-10-02,Sydney,Mediterranean,9.3,0.7,42.1,23.9,59
2024-10-09,Sydney,Mediterranean,5.3,2.0,39.3,4.7,151
2024-10-16,Sydney,Mediterranean,8.1,0.5,67.0,0.4,104
2024-10-23,Sydney,Mediterranean,7.3,8.4,42.5,1.4,163
2024-10-30,Sydney,Mediterranean,11.0,0.8,89.1,18.2,178
2024-11-06,Sydney,Mediterranean,15.9,4.3,35.2,7.7,47
2024-11-13,Sydney,Mediterranean,12.1,3.5,38.0,27.4,96
2024-11-20,Sydney,Mediterranean,11.8,3.4,36.0,5.6,52
2024-11-27,Sydney,Mediterranean,5.9,0.5,67.6,25.7,70
2024-12-04,Sydney,Mediterranean,17.5,2.7,33.8,4.9,70
2024-12-11,Sydney,Mediterranean,15.0,0.5,87.3,25.1,99
2024-12-18,Sydney,Mediterranean,21.6,1.1,82.2,2.0,182
2024-12-25,Sydney,Mediterranean,17.7,1.6,69.2,3.2,23
2020-01-01,Mumbai,Tropical,24.8,1.4,47.5,25.8,135
2020-01-08,Mumbai,Tropical,29.3,1.8,58.5,1.8,36
2020-01-15,Mumbai,Tropical,28.7,4.4,83.1,1.6,68
2020-01-22,Mumbai,Tropical,31.3,2.1,77.7,0.8,78
2020-01-29,Mumbai,Tropical,33.2,0.0,71.5,10.8,178
2020-02-05,Mumbai,Tropical,25.9,6.9,48.6,7.2,196
2020-02-12,Mumbai,Tropical,36.6,8.0,81.9,6.1,177
2020-02-19,Mumbai,Tropical,40.5,17.0,71.8,0.9,143
2020-02-26,Mumbai,Tropical,36.6,2.7,82.7,2.3,106
2020-03-04,Mumbai,Tropical,34.7,0.9,33.7,17.3,35
2020-03-11,Mumbai,Tropical,31.8,3.2,81.5,3.6,165
2020-03-18,Mumbai,Tropical,38.1,1.0,60.8,12.6,38
2020-03-25,Mumbai,Tropical,33.3,0.9,50.0,28.1,88
2020-04-01,Mumbai,Tropical,37.5,0.0,57.4,4.0,141
2020-04-08,Mumbai,Tropical,43.4,20.6,33.0,1.0,111
2020-04-15,Mumbai,Tropical,36.7,16.3,68.2,14.5,68
2020-04-22,Mumbai,Tropical,37.0,4.7,55.7,0.3,69
2020-04-29,Mumbai,Tropical,33.5,0.1,75.7,22.4,62
2020-05-06,Mumbai,Tropical,31.0,2.5,83.2,22.4,40
2020-05-13,Mumbai,Tropical,43.3,14.5,33.4,26.7,135
2020-05-20,Mumbai,Tropical,29.3,16.0,38.6,8.7,76
2020-05-27,Mumbai,Tropical,32.5,1.6,54.3,67.2,150
2020-06-03,Mumbai,Tropical,31.4,3.0,73.8,4.4,74
2020-06-10,Mumbai,Tropical,35.0,0.4,36.9,20.4,131
2020-06-17,Mumbai,Tropical,29.8,4.2,84.6,0.1,85
2020-06-24,Mumbai,Tropical,30.4,13.9,70.8,8.4,61
2020-07-01,Mumbai,Tropical,28.1,0.1,45.5,6.0,119
2020-07-08,Mumbai,Tropical,28.4,6.9,42.8,20.2,100
2020-07-15,Mumbai,Tropical,25.3,0.5,47.7,0.9,31
2020-07-22,Mumbai,Tropical,23.9,0.7,81.1,17.0,42
2020-07-29,Mumbai,Tropical,18.6,2.8,76.9,6.6,182
2020-08-05,Mumbai,Tropical,18.7,4.3,50.5,16.6,84
2020-08-12,Mumbai,Tropical,23.1,1.3,38.6,2.1,122
2020-08-19,Mumbai,Tropical,18.3,3.6,56.7,34.1,46
2020-08-26,Mumbai,Tropical,22.7,10.3,44.6,6.0,181
2020-09-02,Mumbai,Tropical,23.0,2.3,35.5,6.1,156
2020-09-09,Mumbai,Tropical,17.5,17.0,87.5,2.8,177
2020-09-16,Mumbai,Tropical,19.9,11.3,88.0,5.9,169
2020-09-23,Mumbai,Tropical,16.3,1.3,36.4,17.2,20
2020-09-30,Mumbai,Tropical,16.9,6.9,32.9,29.7,127
2020-10-07,Mumbai,Tropical,16.3,18.4,54.7,5.9,127
2020-10-14,Mumbai,Tropical,15.4,20.5,44.5,11.4,138
2020-10-21,Mumbai,Tropical,18.6,21.5,46.7,5.0,34
2020-10-28,Mumbai,Tropical,18.4,0.2,80.6,6.2,22
2020-11-04,Mumbai,Tropical,23.4,3.9,37.5,3.4,36
2020-11-11,Mumbai,Tropical,15.9,1.6,75.6,12.8,156
2020-11-18,Mumbai,Tropical,19.6,2.5,88.6,30.9,22
2020-11-25,Mumbai,Tropical,18.6,2.9,48.2,12.6,54
2020-12-02,Mumbai,Tropical,23.5,7.5,81.5,18.6,174
2020-12-09,Mumbai,Tropical,19.2,5.2,41.0,2.6,100
2020-12-16,Mumbai,Tropical,20.4,5.9,76.0,3.6,86
2020-12-23,Mumbai,Tropical,24.0,1.7,56.8,13.0,103
2020-12-30,Mumbai,Tropical,28.5,3.8,57.5,5.1,137
2021-01-06,Mumbai,Tropical,26.3,4.2,46.5,6.4,24
2021-01-13,Mumbai,Tropical,35.6,1.0,62.8,12.5,86
2021-01-20,Mumbai,Tropical,31.8,0.3,44.0,6.8,85
2021-01-27,Mumbai,Tropical,31.1,3.0,63.2,3.5,64
2021-02-03,Mumbai,Tropical,34.0,10.1,72.5,1.1,89
2021-02-10,Mumbai,Tropical,36.3,4.9,56.3,0.4,91
2021-02-17,Mumbai,Tropical,34.5,4.3,68.8,6.1,152
2021-02-24,Mumbai,Tropical,36.4,0.4,56.1,3.5,157
2021-03-03,Mumbai,Tropical,35.8,1.5,55.9,69.6,106
2021-03-10,Mumbai,Tropical,30.2,0.6,69.0,20.2,64
2021-03-17,Mumbai,Tropical,43.8,6.8,68.6,3.8,174
2021-03-24,Mumbai,Tropical,37.0,11.5,38.0,4.9,72
2021-03-31,Mumbai,Tropical,33.6,9.0,72.6,1.2,156
2021-04-07,Mumbai,Tropical,37.2,3.1,77.3,9.2,30
2021-04-14,Mumbai,Tropical,34.0,0.1,71.8,12.9,40
2021-04-21,Mumbai,Tropical,32.2,0.1,35.5,11.4,142
2021-04-28,Mumbai,Tropical,33.8,5.2,37.7,10.5,122
2021-05-05,Mumbai,Tropical,38.6,4.4,42.8,1.0,145
2021-05-12,Mumbai,Tropical,38.1,6.0,57.6,0.6,21
2021-05-19,Mumbai,Tropical,39.2,14.7,46.5,5.1,104
2021-05-26,Mumbai,Tropical,33.3,0.3,88.4,4.5,152
2021-06-02,Mumbai,Tropical,37.0,5.4,72.9,3.1,91
2021-06-09,Mumbai,Tropical,28.5,2.1,70.0,1.1,163
2021-06-16,Mumbai,Tropical,33.6,11.1,56.9,6.1,168
2021-06-23,Mumbai,Tropical,30.3,10.2,74.2,7.0,81
2021-06-30,Mumbai,Tropical,31.8,10.5,44.6,8.0,83
2021-07-07,Mumbai,Tropical,26.2,2.0,45.3,10.0,104
2021-07-14,Mumbai,Tropical,25.2,2.1,62.8,1.0,173
2021-07-21,Mumbai,Tropical,28.2,7.0,73.6,20.4,128
2021-07-28,Mumbai,Tropical,27.0,0.1,32.9,8.5,33
2021-08-04,Mumbai,Tropical,23.4,31.9,62.5,3.3,110
2021-08-11,Mumbai,Tropical,23.8,4.3,74.5,11.2,154
2021-08-18,Mumbai,Tropical,24.9,5.8,47.0,11.8,85
2021-08-25,Mumbai,Tropical,22.5,16.4,67.7,2.0,144
2021-09-01,Mumbai,Tropical,20.5,8.4,64.7,9.6,85
2021-09-08,Mumbai,Tropical,19.4,8.3,70.4,6.9,43
2021-09-15,Mumbai,Tropical,16.7,1.7,68.4,3.8,148
2021-09-22,Mumbai,Tropical,20.0,7.4,43.1,9.7,64
2021-09-29,Mumbai,Tropical,16.1,12.3,42.7,1.6,54
2021-10-06,Mumbai,Tropical,20.0,1.5,83.7,8.5,30
2021-10-13,Mumbai,Tropical,15.9,8.9,59.6,24.3,88
2021-10-20,Mumbai,Tropical,19.2,1.7,47.7,4.4,78
2021-10-27,Mumbai,Tropical,18.9,3.1,45.5,21.1,180
2021-11-03,Mumbai,Tropical,20.5,11.9,40.1,34.5,136
2021-11-10,Mumbai,Tropical,18.1,14.6,70.6,3.6,75
2021-11-17,Mumbai,Tropical,23.6,3.6,60.8,1.1,70
2021-11-24,Mumbai,Tropical,16.5,0.7,68.6,2.2,119
2021-12-01,Mumbai,Tropical,21.6,5.3,62.2,11.3,147
2021-12-08,Mumbai,Tropical,27.4,0.3,31.1,1.1,109
2021-12-15,Mumbai,Tropical,28.2,4.2,79.9,47.8,120
2021-12-22,Mumbai,Tropical,26.1,1.0,30.4,6.3,116
2021-12-29,Mumbai,Tropical,29.9,0.6,76.8,24.1,163
2022-01-05,Mumbai,Tropical,26.9,3.0,59.4,2.5,31
2022-01-12,Mumbai,Tropical,33.3,13.8,86.4,1.9,64
2022-01-19,Mumbai,Tropical,28.9,1.4,67.4,6.4,165
2022-01-26,Mumbai,Tropical,33.6,5.0,73.3,3.0,139
2022-02-02,Mumbai,Tropical,32.7,7.8,70.8,3.6,196
2022-02-09,Mumbai,Tropical,32.7,5.3,54.3,9.1,83
2022-02-16,Mumbai,Tropical,37.2,0.2,64.8,24.4,39
2022-02-23,Mumbai,Tropical,34.0,5.4,87.9,24.7,63
2022-03-02,Mumbai,Tropical,34.1,7.3,67.8,44.6,64
2022-03-09,Mumbai,Tropical,35.4,1.6,79.0,4.8,49
2022-03-16,Mumbai,Tropical,36.7,0.5,54.0,5.4,87
2022-03-23,Mumbai,Tropical,34.3,21.4,79.3,3.3,60
2022-03-30,Mumbai,Tropical,37.1,5.4,73.6,15.4,115
2022-04-06,Mumbai,Tropical,41.7,3.0,72.5,13.2,190
2022-04-13,Mumbai,Tropical,37.8,2.2,75.2,6.9,137
2022-04-20,Mumbai,Tropical,37.9,3.2,79.0,5.7,62
2022-04-27,Mumbai,Tropical,37.1,2.5,83.5,16.8,30
2022-05-04,Mumbai,Tropical,33.0,0.8,35.6,0.2,41
2022-05-11,Mumbai,Tropical,41.2,1.6,57.0,4.2,144
2022-05-18,Mumbai,Tropical,35.1,0.9,87.6,19.1,44
2022-05-25,Mumbai,Tropical,28.0,5.5,50.6,0.2,174
2022-06-01,Mumbai,Tropical,33.2,3.0,61.1,0.1,186
2022-06-08,Mumbai,Tropical,31.0,6.9,38.7,21.0,116
2022-06-15,Mumbai,Tropical,32.8,4.4,42.6,2.7,136
2022-06-22,Mumbai,Tropical,27.9,8.9,54.9,3.0,32
2022-06-29,Mumbai,Tropical,28.6,0.3,72.1,0.6,45
2022-07-06,Mumbai,Tropical,25.8,2.2,89.7,6.5,185
2022-07-13,Mumbai,Tropical,28.2,11.7,30.0,9.0,188
2022-07-20,Mumbai,Tropical,23.7,3.4,41.5,6.2,176
2022-07-27,Mumbai,Tropical,25.8,3.1,59.2,27.3,161
2022-08-03,Mumbai,Tropical,21.1,3.9,37.8,4.7,197
2022-08-10,Mumbai,Tropical,21.5,1.0,48.1,0.5,71
2022-08-17,Mumbai,Tropical,23.1,2.6,85.6,12.4,53
2022-08-24,Mumbai,Tropical,19.2,0.1,81.3,4.4,166
2022-08-31,Mumbai,Tropical,16.6,0.6,88.0,1.9,152
2022-09-07,Mumbai,Tropical,20.2,0.0,54.8,1.1,60
2022-09-14,Mumbai,Tropical,18.4,2.0,44.9,44.2,118
2022-09-21,Mumbai,Tropical,18.6,8.1,80.7,10.1,162
2022-09-28,Mumbai,Tropical,18.0,2.6,44.1,0.2,93
2022-10-05,Mumbai,Tropical,19.0,1.8,46.1,62.0,50
2022-10-12,Mumbai,Tropical,16.4,8.7,38.8,1.7,97
2022-10-19,Mumbai,Tropical,19.4,11.5,67.4,1.4,84
2022-10-26,Mumbai,Tropical,16.3,2.6,86.8,5.2,63
2022-11-02,Mumbai,Tropical,22.4,11.9,35.2,27.6,95
2022-11-09,Mumbai,Tropical,20.1,8.4,43.0,7.8,177
2022-11-16,Mumbai,Tropical,21.8,2.4,87.9,3.2,193
2022-11-23,Mumbai,Tropical,18.1,0.1,87.6,0.5,106
2022-11-30,Mumbai,Tropical,25.5,0.1,33.0,9.1,77
2022-12-07,Mumbai,Tropical,20.8,0.1,62.5,6.2,80
2022-12-14,Mumbai,Tropical,25.7,3.5,75.9,6.6,86
2022-12-21,Mumbai,Tropical,24.8,5.2,40.3,20.6,159
2022-12-28,Mumbai,Tropical,25.2,5.2,75.8,8.8,122
2023-01-04,Mumbai,Tropical,29.3,1.5,78.2,17.0,72
2023-01-11,Mumbai,Tropical,31.8,3.7,70.2,16.9,135
2023-01-18,Mumbai,Tropical,32.3,2.7,81.2,19.4,193
